,reviews,senti
209,product awesome picture quality great cameraif want background blur uneed purchase canon lens connect camera enjoy,2
210,excellent camera beginner handy australia tour,2
211,picture quality good amateur like easy still learn battery life good well charge fullest came back three trip shillong still going,2
212,exclusively beginner picture clear light compare indoor recommended nature photographer,2
213,good camera beginner picture video quality good using making youtube video good product cost,2
214,camera perfect amateur photographer auto focusing smooth quality body lite well help taking quality picture control confusing especially menu however enthusiastic person able figure control pretty easily fabulous product,2
215,everything good without lens model lens digital focusavoid lens come modelautofocus missed videomodeso suitable gimbels,2
216,amazing product appreciation every picture take camera beginner like absolute ease photo transfer photo laptop made simple happen minute excellent product,2
217,dont expect fast camera good lens make noise autofocusing sometimes youd prefer manual focus absolutely shooting video picture quality average bought okay anyways beginner attached clicked portrait friend,2
218,easy know setting also dont know photography camera still learn mainly every thing camera helpful beginner autofocus picture quality nice time manual mode create time click picture,2
219,nice,2
220,first dslr happy itit come enough feature every beginner needsbut thing dislike support local external flash gunlike sonia digitekgodoxonly canon original flashgun work worth,2
221,good beginner well professional user price high picture quality camera give nikon give great photo blur background also best price range,2
222,best priced dslr tough much photography bought personal compatible kind photography know star pricing,2
223,look like higher dslr feel good hand love canon picture quality good expectation light also performs well like canon,2
224,amazing photo beginner photographynice featureslight weightd also good option,2
225,auto mode really nice except flash bought price,2
226,good quality photo getting really good start beginner easy handle wifi advantage price little high,2
227,good camera good picture quality best photo experience,2
228,perfect beginner level dslr pixel quality used year best dslrs good battery best lens camera body heavybut best price,2
229,good learning photography online video tutorial photography canon setting minimal easy understand basic concept photography professional photographer canon canon notch entry level dslr,2
230,good begineers able autofocus shooting video picture quality okay nikon point sooot camera better,2
231,think best product beginner great shoot captured sample attached shoot follow instagram iamhemantsoni,2
232,awesome camera canon picture quality awesome thanx amazon providing best quality material,2
233,start withcame good packaging digital camera brownie point technology wifi lithium battery good beginner easy handle,2
234,excellent camera auto focus easy shoot picture effort quality camera beginner wait great india festival massive discount,2
235,nice canon best camera beginner available market compared sony nikon simple much confusing beginner,2
236,camera good minor flawsprosexcellent picture quality depends person using first learn settingseasy transfer wifigood build qualitycons autofocus slowlowlight image upto marknot suitable video,2
237,loved great camera beginner price range attached sample image image taken using lens,2
238,dont item amazonits fraud receive short item solution bill amount match order bill invoice dslr camera good,2
239,excellent beginner better competitor brand interms user friendly interface sharing picture wifi make handy,2
240,camera good lens goodjust oknot value money,2
241,first dslr camera enjoying fargood beginner picture quality natural color sharing canon mobile good,2
242,delivery speed awesomeno need mention quality canon dslrs always greatthank amazon,2
243,good autofocus battery backup operating wifi connectivity weightbad picture quality much good,2
244,unbelievable picture quality price become familiar camera might adjust shutter speed light great beginner getting blogging youtube spend extra also dual pixel auto focus fast moving object,2
245,seal already open price product drastically decreased purchase lens working properly happy seller dont seller genuine product seal already opened,2
246,best price,2
247,time safe delivery amazongood camera canon beginersthe auto focus work goodoverall star given,2
248,awesome camera price range,2
249,tried product normal lensits good beginner loving photographygood productvalye money easy,2
250,superb camera beginner noted noise image whatever setting always considerable amount noise,2
251,nice product beginner,2
252,good deal amazon prime product delivered next safely delivered product capturing moment great clarity auto focus good dslr starter,2
253,nice beginnersbut photographynot video video autofocus,2
254,thanks amazon prime delivered next packing awesome learning camera tried feature picture quality good need lens ever received good,2
255,good beginner good camerain accessory camera lens carry baggb memory card canon strap charger power cable instruction sharing shot taken canon,2
256,nice camera beginers photography good videography auto focus according price range good recomend begeinners photography wounderful camera price,2
257,beginnersbudget friendly camera photography videography,2
258,canon snaped night nightyeah easy handle carrythen special feature camera connect smart phone without touch camera control smart phoneawesome picture quality,2
259,best camera price card missing,2
260,best beginner nice picture quality,2
261,delivered time packing great easy well,2
262,best budged dslr beginner like autofocus portrait mode,2
263,professional first time owning dslr packaging good delivery good,2
264,bought camera yesterday great deal received perfect brand camera accessory judging thousand positive review youtube vloggers think best entry level dslr beginner like thank amazon,2
265,picture quality general like social medium photographyfamily functionsvery easy usenice built built qualityworth money disappointing carry good quality,2
266,send product already registered month back someone register without opening product mean used waste product right,0
267,initially thought would give average image awesome need good value setting blow mind though first dslr year film need work,2
268,outstanding dslr camera beginner bought sister under shes loving,2
269,best camera budget especially beginner,2
270,data transfer cable availableno alternate battery availablefull charge battery duration hrsimage quality poor charge battery,0
271,autofocus lens isnt enough macro photographyhowever performance awsome well versed manual setting,2
272,dream camera love feel fantasy like precious purchase word product feel high level thrill really explain qualitythanks,2
273,loving really great price point brought canon giving awesome result really great product begginers really easy satisfactory light photography,2
274,beginner camera great additional lens also goodthe great good enough basic usethanks,2
275,always feel great hold canon camera hand really good time spending snapping favourite month purchasing little champ feel awesome,2
276,nice product easy handle picture came good beginner right choice,2
277,meritsgood picture qualitybest priceeasy click still photoseasy gandle share picturesdemeritsnot suitable shooting instant videosheavy look like photographer keep,2
278,prime salesvalue moneyrecommended beginner,1
279,great camera beginner begin self explanatory feature also help understanding various mode true beginner camera,2
280,thing good except data cable present seller need mention accessory list bill,2
281,loved productalthough cheaper side still manages capture wonderful shot sample lens,2
282,amazing camera beginner auto focus take time using display faster using piece video quality good,2
283,well satisfied productbut take time auto focusvery suit good beginnersi wont recommend professionalsbut lens disappointedso sure lens,2
284,awsonejust itpicture quality good nightworth moneyeasily handel loved,2
285,dont blindly doesnt jack video recording external audio recorder,1
286,best entry level basic dslr camera deal price amazon good result thanks amazon demerit dslr seems lagging date time stamp option photo,2
287,product good beginnersbut camera night performance poor standing product,0
288,good beginnersyou learn basic awesome camera,2
289,nice product value money good beginner satisfied product,2
290,camera working didnt give replacement option return disappointed,0
291,closeup short cant ordinary external flash flash costly,0
292,ideal beginnersjust adjust shutter speed dont know auto mode click consno dedicated video button,2
293,camera unsealed packingit seems someone tried open didnt expect type packing expensive thing,1
294,tech illiterate like please write bold camera cannot record sound neither external mike used model please dont camera intend record video,2
295,product good battery charger getting charged returned product take effort return product amazon support respond fast,2
296,good dslr lense together using small lense capture shot distance camera need lean trick capture good picturegood dslr,2
297,really good entry level dslr beginner great photography looking video camera,2
298,good product easy beginner,2
299,worth moneygood focus battery life weight carry pictureand video qualityyrecommend begginers,2
300,auto focus good also picture qualitg good,2
301,good product beginner creative auto focus best mode click photo dont much knowledge photography,2
302,seriously paying product would expect atleast come card nooo utterly disgusting regret purchasing flipkart come,0
303,great camera begginer image quality also good want suggest purchase canon lens best portrait photography,2
304,cant connect shotgun dont tell happy,0
305,beginner deep till able feel satisfied done,2
306,great camera useful beginner great picture quality good genuine product delivered amazon,2
307,received memory card,1
308,beginner using dslrs really liked term photo quality ease useafter going online video,2
309,good demo required beginner buying heavier basic camera model brand quality delivery packaging product good,2
310,hate battery camera battery backup poor trip need carry extra battery camera disappointing,0
311,iphone camera better dslr please nikon sharpness color better nikon,2
312,camera okay however lens poor,0
313,best beginner picture quality excellentbudget friendly,2
314,purchase awosme packging good assesserios good noting accessory,2
315,beginner take quality handling really awesome picture quality auto focus also superb give canon eosd,2
316,auto focus camera pathetic image quality quite good object finder doesnt work wellbetter canon external audio recording option,0
317,great product,2
318,amazing dslr great indian festival also delivery delivery date thnx amazon providing wonderful product delivering time,2
319,camera nice auto focus mode amazing picture quality however lens basic recommend product lens,2
320,good quality technology share taken instantly device using wifi option nothing product need learn,2
321,wifi function able connect computer book directly,1
322,camera awesome proce range picture quality nice mainly video quality nice,2
323,superb product image distinct vivid,2
324,camera good product dont amazon really fraudulent industry provided cable memory card pack camera accept return,2
325,nice camera purchase without doubt wifi option expect lens budget,2
326,professional click good quality image better exposure armature lens speed knowledge product good start canon budget dslr best decision,2
327,first time bought camera nice camera beginner satisfied result good quality product fast delivery happy product thanks amazon,2
328,poor qualityand return availablecustomer care refuse return time purchase return facility available,0
329,excellent product beginner photography,2
330,lens make little noise ignore think best camera youre beginner bought sale earphone free focal sense,2
331,love,2
332,everything good,2
333,please arrange replace card supplied card working hence request,2
334,good beginner dslr,2
335,awesome camera beginner tried option ever tried worked good auto focus colour adjustment working good eager option happy product,2
336,wanted decent camera within budget though havenot would known could save thousand camera basic lens beginner want,2
337,nice camera value money product,2
338,amazing product easy useful beginner great picture quality super battery backup doubt buying beginner,2
339,however incomplete without canon telephoto zoom lens,1
340,price basis give star though rest must beginner need start spending delivers,1
341,guysthis photo click lens giving star lens battery backup average range camera best happy product thanks,2
342,great camera begineers used house function learning photographym include auto focus stabilizer good feature picture quality excellent love product,2
343,good beginner noisy autofocus live view mode sluggish focus,0
344,good camera beginner photography purchasing include lens experiment field photography,2
345,think want canon dslr combo lense dslr expensive combo affordable basic lense thing missing hope review help right thing,2
346,camera decent price picture quality also satisfying,2
347,love product price thanks amazon,2
348,good camera beginnersuse manual focus better autofocus good image quality,2
349,suoerbbbbb,1
350,autofocus video mode poor better choose mirror lessi used year,0
351,good auto focus picture quality excellent,2
352,autofocus excellent lens subject battery also excellent picture quality good,2
353,battery charging received defective battery,0
354,great,2
355,like,2
356,beginner camerabattery backup niceall lens goodamazon delivery need improve fast service,2
357,best beginner worth money,2
358,smooth transition someone switching compact easy handle function reasonable zoom basic lenswill require significant post processing photo professional looking photo,2
359,think best food photography biginnersi really like still photography videographyalong using prime lense best result,2
360,replace item late cunsmer court come executive tommorow going home town urgent,2
361,product good take better picture form mobile camera camper stupid stuff,2
362,camera price range highly recommended camera picture quality battery life good need another battery canon recommended highly,2
363,first dslr excited happy quality photo clicked till nowgood beginner price high,2
364,perfect product beginnerspicture quality goodreceive different type lens card batterybut didi provide carry case,2
365,auto focus accurategood start beginnerspicture quality fine much expected,2
366,good dslr premium lookgood picture quality great battery lifegood carry casebut auto focusing video even photographynd lens zoom ideal basic,2
367,best biggners easy loved clicking easy transfer phone good personal family picture,2
368,though good doesnt proper flash support lacking facility look awkward,2
369,failed deliver background blur photo,0
370,canon brand blindly trustbest entry level cropped sensor camera,1
371,camera good feature main thing liked made camera price price lenses,2
372,really nice camera wish pricing little camera good unhappy amazon basic camera available,2
373,nice camera budget function working properly overall good performance,2
374,picture quality ease made delighted family drive ride last month,2
375,picture quality beautiful word,2
376,average performance,1
377,took around awesome purchase prize range wanna product please take prime lense along lense useful,2
378,super okkkkkkkkkk,2
379,camera quality extremely good picture quality good auto focus sufficiently good video also fine everything would need beginner final choice,2
380,nice camera video shooting markyou opened sealed packed warranty issuei really dont like thatotherwise,0
381,product great price worth money good initial photography,2
382,bought idea work autofocus feature really make easy start shootingone best begineers,2
383,first camera handy overall body quality awesome want good quality photo lens well,2
384,beginner love dslr using camera past month impressive elegant would recommend thus camera market best quality dslr budget simply,2
385,good dslr camera beginner nice auto focus mode great picture quality,2
386,good beginner worth price like feature comfort handling lens good,2
387,worst product,0
388,good entry level wifi useful,2
389,could diwali offer made professional photographer,1
390,good except video quality satisfied overall good,2
391,goodi,1
392,tejashvirajgmailcomcontact detail,1
393,photo quality,1
394,expectation wifi transfer photo cool feature,2
395,good dslr beginner good picture quality easy,2
396,camera basic beginner camera nothing excites camera still figuring camera quality normal like good mobile camera nothing coolhuh,2
397,loving happy delivered earlier best beginner picture quality great wifi option easily transfer mobile,2
398,love camera good nice zoom night mode motion photography everything good,2
399,bought product price price excellent product bigginers quality picture amaizing,2
400,good camerain love cameraamazon best deliver happy,2
401,good need clarity much getting making manually setting properly picture clarity,2
402,best entry level dslr market till date without second thought grab,2
403,superb qualityeasy access everyone onebest dslr useful whoever want plan trip thanks amazon whoever want rent reasonable price please contact,2
404,product nice thing difficult understand option beginers online video help uskudos amazon great deal spontaneous delivery,2
405,offer lense camera body focal earphone also free thisthat good deal,2
406,camera good easy handle function well good product price level beginner many function work good,2
407,excellent product,2
408,like muchsuper quality,2
409,first camera want check click camera feel overall performance good expectedwithout doubt,2
410,delivered perfect condition,2
411,good like,2
412,best lens camera,2
413,like camera lightweight good quality picture oral good beginner,2
414,good camera price,2
415,worest product refund money raise issue possible coustmer care excutive filed case consumer court next hour,2
416,thank amazon selling product cheapits amazing camerai discount card amazon,2
417,good product battery charger good,2
418,must entry level dslr camera price point easy easily connet mobile edit picsbuilt quality finememory card cary also good quality,2
419,good butamazon lens lens available complain amazon cant help chet amazoncheeter amazon frod weist money play,2
420,full value money purchased better mobile camera tiny digital camera vast difference,2
421,super picture quality offer price,2
422,unsealed leter held together cello tape seal broken unsatisfactory returning,0
423,auto focus crap otherwise great camera especially entry level beginner,2
424,clearly price amazing great starter camera,2
425,canon best suited begginer received product second orderthe price affordable facility offeredit support auto focus lens also changedit also support wifi,2
426,memory card carry must check first ordering camera whether come camera,1
427,good beginner great picture quality battery back good,2
428,seller provided faulty battary charger complete waste money buying product careful check rating seller price perfect,2
429,need lens sure good camera beginner looking budget right choice,2
430,great dslr camera shot film easy handle well light weight,2
431,good product good beginner learn bought,2
432,value money bought,2
433,awesome picture claritywifi function added color owing dream,2
434,like beginnerlevel dslrs performs poorly light expect great night dusk shotsthe lens despite reservation functional delivers reasonable photo,2
435,begginers best camera option really handy accessable could easily changed appature shutter speed begginer much confident love,2
436,,1
437,everything going well quality picture affordable cost thing much disappointed ordered credit card cost show total payment card next month,2
438,great deal amazon went couldnt much price came surely best either compact good starter like self,2
439,contains camera lens doesn memory card promised buying seller highly recommended,2
440,good,2
441,amazing product cannon camere seriesuseful inhouse nature function spare time photography take high quality picspicture quality ausom,2
442,camera amazing,2
443,best camera beginner easy learn light weight make easy carry good battery backup worth buying,2
444,think good mind somebody opend mean original seal original seal cutting,2
445,product expected,1
446,best camera used autofocus good good cannon signature color love,2
447,received order best product power consumption easy mobile connect,2
448,dont order product amazon card replacement product agian card missing,0
449,canon camera super classjust star giving memory card mentioned info,2
450,first dslr product budget coming fetures every basic feature want experiment auto focus good night work great lens,2
451,best camara price best biginners picture quality amazing camara feature camara best value money,2
452,awesome,2
453,original product extra,2
454,price photo quality port available dslr mouse jack available working,1
455,beautiful,2
456,worth price,2
457,discount need careful click beauty handy point shoot,2
458,dislike wrong item ordered canon received canon satisfied product pick item money back,0
459,good product youtube channel raja singh vlog upload daily vlog shoot cannon check quality superb,2
460,great product value money,2
461,good dslr bignnerinterface cannon easy understandin value moneyseller helpfull cooperative,2
462,first dslr happy auto focus mode take easy photo without complicationsimage stabilizer also good,2
463,camera biggner professional purpose,1
464,cheapest seller satisfied,2
465,picture quality really good easy worth really superb,2
466,good beginner professional camera,2
467,good beginner spend ahead colour reproduction great,2
468,perfect beginner levelyou surely love experiment itimage clarity especially built wifi connectivity lovabledo stop lensplay different lens,2
469,cant connect external cantcatch audio distanceslow adjust auto focus,1
470,good dslrbut flash goodwithout flash picture looking good,2
471,good camera picture quality love dslr like month camera good experience nice cost quality,2
472,year stop charging,0
473,camera awesome liked interface canon camera found regarding auto focus auto focus point manual focusing easily done beginner,2
474,decent deal salest dslr overall satisfied experience,2
475,quality goodeasy adoptive technology great beginner,2
476,best deal great indian sale,2
477,picture capture dslr good picture quality good beginner,1
478,camera came well packaged time well pleased seller took time ring find product happy,2
479,good price amazon,2
480,best part brought price diwali sale great camera amateur photographer like,2
481,compared model brand good easy much scope learn beginner,2
482,good beginner price better performance comparitively,2
483,thank much amazon canon giving dream ladder hope worked hard situation also happy today thank much,2
484,handy picture quality super easy transfer picture videoseasy understand optionsmy first dslr camera,2
485,beginner good product around,2
486,amazing product beginner good quality easy,2
487,must beginner canon easy,2
488,best pricebut best camera,2
489,liked camerabut much goodbecause using year think image quality getting,2
490,priced product strap provided auto focus work messy attach deattach lensrequired professional training easy beginner,2
491,good product,2
492,camera good courier ecom express opened cover inside,2
493,good beginner good picture quality night moving object image mind blowing love first digital camerabut price little high otherwise best beginner,2
494,beginner must,1
495,good beginner like,2
496,actually best budget entry level camera beginner budget bought amazon great indian festival recommend,2
497,best,2
498,good,2
499,good,2
500,best camera range,2
501,supb camera rangeexcellent performanceall accessory cool mate black colour packing also goodfree earphone super quality wire sound,2
502,battery charger hets quickly battery also,1
503,excellent camerafast delivery canon amazon,2
504,like package,2
505,awesomesome clicked lense,1
506,best camera beginner easy,2
507,received damaged product missing part,0
508,sooper,1
509,good picture quality,2
510,worst experience amazon memory card missed call amazon customer care response email also amazon,1
511,feel heavymoderate quality default lense,1
512,bought canon camera card opened bought product,1
513,month usei writing reviewits amazingpicture quality greati batterybattery backup also amazingits nice cameraand also great amazon service,2
514,good product begginers rely completely,2
515,nice product beginner,2
516,bought camera gift husband much satisfied worried technical thing weak description detail given amazon helpful,2
517,first dslrthe picture quality awesomethe portrait amazingbut video recording auto focus,1
518,browser support html video goodi using product month good like product,2
519,battery working blinking rapidly charge pretty sure defective piece please help,2
520,good product much happy picture quality,2
522,bought good deal,2
523,back money,1
524,good budget friendly dslr beginner came good shot mobile phone arent able capture,2
525,camera good beginner,2
526,overall good product beginner,2
527,auto focus percentile usual thing beginner awesome camera loved awesome picture qualityi liked amazon service,2
528,nice dslr camera easy picture quality perfect,2
529,battery backup good portrait photography average lens buying price good thanks amazon,2
530,best,2
531,looking beginner level camera also starting photography,1
532,good beginner price range camerapicture quality good,2
533,type product,2
534,super cemara,2
535,price best dslr beginner everything perfectly designed without thought,2
536,good,2
537,good camera beginner give better outdoor photography nikon month used many time natural street occasional photography best,2
538,beginner perfectmobile wifi connection also good,2
539,really good worth leant reap benefit,2
540,ideal beginner picture quality good wifi sharing available auto focus photography light area upto mark,2
541,browser support html video good avarage price single lence light weight good,2
542,best camera beginner professionala,2
543,second lens also,1
544,awesome product doesnt need review best beginner,2
545,camera good beginner picture quality clear auto focus good take long time focus,2
546,excellent product good price trust seller appario retail sell original product,2
547,really like product perfect beginner photographer find invoice inside packaging mistake thing,2
548,canon auto focus point take time focus object best beginner learn photography dslr,2
549,good camera beginner picture quality good compared canon also wifi option good connect smartphone,2
550,like quality function camera data cable absent important,2
551,nice product worth buying budget bought great indian sale lesser price worth buying,2
552,auto focus decent according pricepicture quality also goodit good option beginner tight budget,2
553,great camera price range easy,2
554,really like build quality cameraai fast reliablemanual operation also seamless value money,2
555,dslr nice taking beginner picture clarity good auto focus nice lens,2
556,crisp clear pictureesy usevalue moneygood battery backupwell deleverdthanks amazon seller,2
557,good camera beginner also professional,2
558,good,2
559,camera come good lens good picture quality zooming also good good according budget ordered amazon happy thank,2
560,beginner best option photography goodvideography goodoverall good,2
561,long distance doesnt work,1
562,camera help really beginner experienced want good experience camera definitely,2
563,good performance good beginner quality good compare sony,2
564,best beginner meant videography,2
565,nice really love thank much amazon price really like price also love amazon,2
566,excellent option dslr beginnersthe picture quality goodbattery life good particularly without display operating also easy simple,2
567,good product liveview shooting required proper light measurement liveview photo capture easy,2
568,received,1
569,amazing entry level camera perfect beginner slight autofocus problembut none lessabsolute bangforbucks,2
570,nice,2
571,handy preset mode helpful taking picture,2
572,picture wuality awsm,1
573,product awesome begineers purchased small lens better purchase lens alsowill better travel hill area,2
574,outstanding camera,2
575,first dslr camera week clearly best camera beginner price range biginner,2
576,amature start,1
577,good camera useful beginner value money thankyou amazon,2
578,best camera beginner thanks amazon camera focus every thing nice,2
579,good,2
580,amazing product dedicated video button missing,2
581,good dslr camera really good,2
582,great productgood sellerreceived authentic product,2
583,best camera beginnersthe picture quality awesomethe auto focus excellenttotally camera worth price,2
584,good camera beginner picture tell story,2
585,like design prime feature faced issue taking picture video mode,2
586,first dslr happy productthe best beginner level dslr market,2
587,good product picture quality also good,2
588,working dslr normal camera,1
589,easy picture quality great,2
590,recording button convenient good light image,2
591,awsom camera beginner,1
592,really good product beginner specially picture quality awesomebuy want start shoot,2
593,,0
594,excellent cameraeasy good beginner picture quality excellent,2
595,best camera range beginner,2
596,good camera high resolution,2
597,superb quality everything,2
598,first time dslr happy,2
599,good product worth picture quality hate picture quality camera,1
600,happy decision,2
601,first dslr purchase love clicking decent picture recommended camera learn,2
602,best ever camera beginner,2
603,best great camera happy photo quality okbest seller packing coming damage bestthanks nice,2
604,amazing product,2
605,good,2
606,camera received good condition included disappointment,0
607,camera,1
608,money lens good dslr price bracket,2
609,good available bluetooth facility,2
610,nice product easy connectivity option mobile also awesome build quality nikkon otherwise nice,2
611,camera good quality awesomethanks amazon,2
612,best product shipped amazon really trust amazon packing everything,2
613,well cost excellent additional connect,2
614,camera paired vivo phone sure paired rest good camera performance excellent,2
615,nice piece work beginner image quality expectation portrait mode responding expected,2
616,easy handle quite good dslr beginner learn photography necessary function,2
617,good youtube video available learning feature operation camera excellent product point view,2
618,perfect camera beginner,2
619,wont regret really looking entry level camera price,2
620,worst product poor quality picture pictur mode working also difficult operate,0
621,awesome product beginner,2
622,goodquality,1
623,continuous video recording good automatically,2
624,picture quality,1
625,dslr camera best beginner itgood battery life,2
626,happy amazon genuine deal,2
627,quality canon awsome beginner happy picture quality,2
628,picture clarity colour tone picture anyevery setting worst smart phone,2
629,liked product affordable good beginner,2
630,product quality good,2
631,best dslr,2
632,beginner master value moneygot,2
633,happy,2
634,excellent bought billion offer complaint,2
635,good expected,2
636,best camera beginner,2
637,great camera perfect product young photographer useful nature function,2
638,first dslr lens amazingyou check profile instagram shutterexpo,1
639,great product deal,2
640,good starter super magnificent decent enough normal familyok might sufficient monkey dslr,2
641,product nice sometimes autofocus work,2
642,nice camerashmoot shooteisy learning best video qualitythanks amazonlove,2
643,canon camera battery memory card camera missing dslr body modelproduct worst,0
644,seal brokenlooks like camera oldtrust broken amazoncello tape clearly visible,2
645,good beginner,2
646,first cameranice productnice dilheveryvalue moneygo starspicture quality good,1
647,good,2
648,love,2
649,nice,2
650,awesome camera resonable price thanks amazon best dslr beginner,2
651,good,2
652,awesome product,2
653,best beginner easy usegenuine product amazon,2
654,everything good packageing product received data cable warrenty detail properly given warrenty card,2
655,nice product price best product thanks amazon,2
656,awesomemust,1
657,quality picture image,0
658,incredible quality price range,1
659,beginner,1
660,sturdy product easy connects phone easily image quality good battery life outstanding satisfied product amazing deal amazon,2
661,damn awsome camera,0
662,first dslrvery good dslr beginersgood image qualitygood build qualitygood material used,2
663,purchase amazon memory card camera,0
664,offer price,1
665,bought gifted someone opened today said missing charging case embarrassed heard,0
666,nice product begginers,2
667,itsokbutdata cable missing,0
668,valued product perfect beginner,2
669,loved cheap price good product,2
670,awsm product,1
671,photo look awesome know professional camera,2
672,camera good biggeners lens provided good enough take good photo,2
673,happy,2
674,nice,2
675,superb,2
676,good product want record video need adjust focus manually need portrait lens focusing obejct,2
677,high price flipkart,1
678,nice dslr decent price,2
679,excellent,2
680,camera good beginnerspicture quality also nice,2
681,good quality photo getting good easy handle vifi advantage,2
682,nice,2
683,using dslr camera camera suggest dont camera,0
684,picture quality like normal camera rangepretty unsatisfactory,2
685,awesome camera beginner,2
686,best class,2
687,good prodect good picture quality,2
688,nice picture quality good light,2
689,loved product great picture,2
690,camera,1
691,gifted enjoying,2
692,nice product canon good begginers amazon promise best delivery original otem,2
693,quality picture average,1
694,good,2
695,bought amazon prime sale good product beginner click amazing picture inbuilt mode adjust setting automatically,2
696,price deviation cant expect week price reduced never expected,1
697,exlent camaranice photoimages highfuture powerfulprice lowsuper camaraexlent item,1
698,dont expect easy image like mobile phoneif beginner need learn operate,1
699,recommend beginner option easily undestandthe best option would body plus prime,2
700,perfect intraoral photography,2
701,enjoy first camera,2
702,awesome product first canon beginner satisfied product auto focus image stabilization perfect,2
703,good product must,2
704,best choice beginner good quality image would amzing include lense apart lensesofcourse bundle price,2
705,card like memory card hold show case,2
706,excellent camera,2
707,upto date product rock bottom price,1
708,superb quality,2
709,good dslr camera beginnersif beginner want learn photography blindly camera value money,2
710,best camera beginner image quality also great,2
711,good,2
712,amazing,2
713,good camera beginner budget camerasit best segment,2
714,good close photo,2
715,good product,2
716,working fine every aspect,2
717,product best,2
718,perfect,2
719,photo quality well amazing video autofocus proper focusing dont likebut great photo,2
720,great product,2
721,good,2
722,perfect camerapicture quality battery life easy,2
723,okay product easy handle overall okayentry level camera,2
724,superb,2
725,good feature good value money ideal would like click good quality photo,2
726,value moneysuper picture quality,2
727,best camera range suit beginnernot professional,2
728,best entry level dslr cheapest amazon,2
729,received complete accessory mentioned time making order,1
730,earphon missing,0
731,best beginner best price range,2
732,nice,2
733,beautiful quality pictureseasy transfer picture camera phonemultiple feature available easy camera,2
734,good,2
735,time hanging,1
736,nice,2
737,think appario retail private sent used lens image blurry,0
738,best camera beginner,2
739,decent camera beginner,1
740,good product focus quality product good,2
741,good start,2
742,auto focus little slow price product,1
743,according price good product beginner mode feature easy learn,2
744,camera poor quality note battery backup picture quality amazoni ordered quality completely useless amazon return replacement given,0
745,nice product,2
746,good beginner,2
747,perfect beginner even semi prof amazing easy handle,2
748,good beginner vlogging photo good camera,2
749,good,2
750,basically beginnersoverall excellent shot dynamic range buit quality,2
751,good,2
752,nice camera,2
753,product beginner,2
754,best camera beginner used satisfied overall performance,2
755,entry level dslr average performance,1
756,likesbuild qualitypicture quality lightwifi enableddislikesbattery,1
757,bought camera zoom lens sale great feature easy amateur zoom lens work like magicgreat,2
758,really superb value money thanks amazon,2
759,doubt camera good,2
760,good,2
761,everything good,2
762,thing even month since battery damaged,0
763,good,2
764,poor quality product,0
765,good,2
766,bought camera month backawesome camera feature work nicely till,2
767,perfect camera starter love suggest staarters,2
768,worth buying price range,2
769,awesome,2
770,excellent camera carry good,2
771,camera really worth every penny beginner must fell love quality picture there much,2
772,nice budget dslr,2
773,good camera personal professional usage battery life good awesome picture quality like,2
774,camera best camerafor beginnersi like canon colour better nikon,2
775,awesome camera everyonwhat quality video photoi loved camerathankyou amazon,2
776,occurred first product,0
777,simply product value money camera quality superb opinion personal experience,2
778,good camera beginner issue battery time charge took snap compared nikon snap,2
779,beginner user good choice,2
780,portrait photography best beginner,2
781,good picture quality,2
782,high range camera require training operate otherwise people purchase online damaged improper handling,0
783,bared much amount atleast memory card provided,1
784,good camera beginner picture quality good highly recommended camera,2
785,best product beginnergot discounted rate,2
786,awesome camera excellently working condition even image quqlity outstanding better also affordable beginner,2
787,much good beginers medium much clarity standard coming,2
788,excellent image quality,2
789,good,2
790,would totally recommend beginner wanting lowend dslr plus great deal amazon,2
791,happy purchase,2
792,best better camera forever beginner,2
793,truely best dslr beginner,2
794,need must,1
795,every thing perfect shown beginner really good love,2
796,must best camera entry level segment picture quality superior rangeexploring world,2
797,best beginner,2
798,worth money,2
799,perfect beginner,2
800,camera satisfied,2
801,return personal reason,1
802,best qaulity,2
803,best choice beginner photography much long timemust buyi loved,2
804,first dslr thanks amazon lighy weight good camera,2
805,best camere,2
806,professional type want learn operate dslr camera help,2
807,best beginnersi love camera,2
808,prime sale happy nice product,2
809,first dslrarrived today photo look nice good connectivity mobile wifi light weight,2
810,every thing right except picture quality,1
811,good product,2
812,amazing product canon beginner snap adorable gonna love thanks amazon best deal timing delivery,2
813,loved good beginner photo awsome,2
814,hwppy purchase thank,2
815,asked gift wrap item nabut delivered without giftwrap,2
816,thanks alot nice product seller really helpful helped setting thanks alot,2
817,thks amazon department happy camera packing performance goodbuy beginnershappy amazon manager,2
818,best camera beginner easy handle,2
819,fixing external flash trigger firing know anyone resolve problem give reply,1
820,stepping photography great learning,2
821,excellent product,2
822,nice camera beginersnice picture quality fair battery lifealso canon camera easy usehappy,2
823,nice camera quality handling good buying please lens,2
824,value moneygood dslrexposure quality good,2
825,loved camera best first timer easy learn understand basic dslrs,2
826,nice,2
827,good dslr beginner hdfc card worth,2
828,thanks product prompt delivery time,2
829,excellent product,2
830,good,2
831,liked performance stabilityclearity also competitive price,2
832,nice quality auto focus,2
833,good,2
834,nice product lens nicesingle lens doesnt give much blurring effect,2
835,really great start,2
836,nice camera thank amazon,2
837,excellent camera good packaging amazon damaged canon never faced issue amazon,2
838,best dslr begginersit give quality advanced lens camerathe price also good,2
839,good,2
840,good,2
841,product beginnersgood quality photo,1
842,nice packing safety product damage superb seller amazon,2
843,beginner suggest manual mode also better innovative,2
844,nice product received within order click nice good beginner,2
